src_ip,dst_ip,protocol,packet_size,timestamp,packet_count,connection_duration,syn_ack_ratio
172.20.144.1,239.255.255.250,17,698,1741863599.425944,373,1625.965925,
172.20.144.1,239.255.255.250,17,698,1741863599.779199,373,1625.965925,
172.20.144.1,239.255.255.250,17,698,1741863599.923273,373,1625.965925,
172.20.144.1,239.255.255.250,17,698,1741863599.923771,373,1625.965925,
172.20.144.1,239.255.255.250,17,698,1741863600.562889,373,1625.965925,
172.20.144.1,239.255.255.250,17,698,1741863600.907156,373,1625.965925,
172.20.144.1,239.255.255.250,17,698,1741863600.937632,373,1625.965925,
172.20.144.1,239.255.255.250,17,698,1741863602.119765,373,1625.965925,
172.20.144.1,224.0.0.251,17,112,1741863602.232105,373,1625.965925,
172.20.144.1,239.255.255.250,17,698,1741863602.856551,373,1625.965925,
172.20.144.1,239.255.255.250,17,698,1741863602.949682,373,1625.965925,
172.20.144.1,239.255.255.250,17,698,1741863604.131731,373,1625.965925,
172.20.144.1,224.0.0.251,17,325,1741863604.224200,373,1625.965925,
172.20.144.1,239.255.255.250,17,698,1741863604.868025,373,1625.965925,
172.20.144.1,239.255.255.250,17,698,1741863604.964670,373,1625.965925,
172.20.144.1,239.255.255.250,17,698,1741863606.139378,373,1625.965925,
172.20.144.1,239.255.255.250,17,698,1741863606.871168,373,1625.965925,
172.20.144.1,239.255.255.250,17,698,1741863606.978858,373,1625.965925,
172.20.144.1,224.0.0.251,17,325,1741863620.233217,373,1625.965925,
